bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Bodegas Estraunza,Solar de Estraunza Reserva,2014,4.3,140,Rioja,9.8840336,Tempranillo,4.0,2.0,1423
Beronia,III a.C,2011,4.3,140,Rioja,46.16,Rioja Tinto,4.0,3.0,1424
Valquejigoso,V2 Tinto,2007,4.3,140,Madrid,48.537665,Tinto,4.0,3.0,1425
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2011,4.3,139,Rioja,97.5,Rioja Tinto,4.0,3.0,1426
Telmo Rodriguez,Matallana,2014,4.3,138,Ribera del Duero,42.0,Ribera del Duero Tinto,5.0,3.0,1427
Pujanza,Rioja Norte,2010,4.3,138,Rioja,75.0,Rioja Tinto,4.0,3.0,1428
Bodegas Roda,Roda I Reserva Rioja,2000,4.3,137,Rioja,85.0,Rioja Tinto,4.0,3.0,1429
Sei Solo,Tinto,2016,4.3,137,Ribera del Duero,52.8,Ribera del Duero Tinto,5.0,3.0,1430
Bodegas Mas Alta,Artigas,2019,4.3,136,Priorato,20.4,Priorat Tinto,4.0,3.0,1431
Jaro,Chafandin,2017,4.3,136,Ribera del Duero,26.2902950466486,Ribera del Duero Tinto,5.0,3.0,1432
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2018,4.3,136,Valencia,19.9,Tinto,4.0,3.0,1433
Bodegas Mauro,Godello Blanco,2015,4.3,135,Bierzo,92.45,V.T. Castilla y León,3.0,4.0,1434
De Moya,Julia,2018,4.3,135,Valencia,17.95,Monastrell,5.0,3.0,1435
Martinet,Clos Martinet,2003,4.3,135,Priorato,130.5,Priorat Tinto,4.0,3.0,1436
Lustau,Jerez-Xeres-Sherry 30 Year Old Oloroso VORS,N.V.,4.3,135,Jerez-Xeres-Sherry,39.0,Jerez,4.0,3.0,1437
Gomez Cruzado,Pancrudo,2019,4.3,134,Rioja,34.9,Rioja Tinto,4.0,3.0,1438
Pittacum,Aurea,2012,4.3,133,Bierzo,28.5,Mencia,3.0,3.0,1439
Bodega Sommos,Coleccion Syrah,2017,4.3,133,Somontano,25.89,Syrah,4.0,3.0,1440
Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,4.3,133,Montsant,27.5,Montsant Tinto,4.0,3.0,1441
Losada,Altos de Losada El Cepon,2017,4.3,132,Bierzo,35.9,Mencia,3.0,3.0,1442
Remelluri,Rioja Blanco,2013,4.3,131,Rioja,63.53,Rioja Blanco,3.0,3.0,1443
Arinzano,Gran Vino Blanco,2014,4.3,131,Arinzano,112.76,Chardonnay,4.0,3.0,1444
Pago del Vostal,Crianza Vendimia Seleccionada,2018,4.3,130,Ribera del Duero,18.95,Ribera del Duero Tinto,5.0,3.0,1445
Vizcarra,Ribera del Duero Torralvo,2015,4.3,128,Ribera del Duero,40.95,Ribera del Duero Tinto,5.0,3.0,1446
Telmo Rodriguez,Matallana,2016,4.3,128,Ribera del Duero,39.75,Ribera del Duero Tinto,5.0,3.0,1447
Bodegas Valduero,Finca Azaya Premium,2015,4.3,128,Castilla y Leon,23.44,Ribera del Duero Tinto,5.0,3.0,1448
Espectacle del Montsant,Tinto,2015,4.3,127,Montsant,133.34,Montsant Tinto,4.0,3.0,1449
Neo,Ribera del Duero Tinto,2005,4.3,126,Ribera del Duero,35.0,Ribera del Duero Tinto,5.0,3.0,1450
Martinet,Clos Martinet,2018,4.3,125,Priorato,57.5,Priorat Tinto,4.0,3.0,1451
Habla,No. 20,2016,4.3,124,Extremadura,23.95,Tinto,4.0,3.0,1452
Remelluri,Rioja Blanco,2011,4.3,123,Rioja,77.9,Rioja Blanco,3.0,3.0,1453
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2015,4.3,122,Rioja,97.35,Rioja Blanco,3.0,3.0,1454
Martinet,Els Escurcons,2015,4.3,122,Priorato,84.95,Priorat Tinto,4.0,3.0,1455
Mas d'en Gil,Clos Fonta Priorat,2015,4.3,122,Priorato,53.9,Priorat Tinto,4.0,3.0,1456
Rodriguez de Vera,Tinto,2015,4.3,122,Almansa,12.19,Tinto,4.0,3.0,1457
Callejuela,La Casilla Amontillado,N.V.,4.3,122,Jerez-Xeres-Sherry,43.95,Jerez,4.0,3.0,1458
El Maestro Sierra,Palo Cortado,N.V.,4.3,119,Jerez Palo Cortado,85.4,Jerez,4.0,3.0,1459
Torre de Ona,Martelo Reserva,2015,4.3,119,Rioja,23.43,Rioja Tinto,4.0,3.0,1460
Cims de Porrera,Classic,2010,4.3,118,Priorato,43.24,Priorat Tinto,4.0,3.0,1461
Bodegas Naluar & Acediano,Acediano,2018,4.3,120,Ribera del Duero,35.0,Ribera del Duero Tinto,5.0,3.0,1462
Ostatu,Gloria Rioja,2010,4.3,117,Rioja Alavesa,54.52,Rioja Tinto,4.0,3.0,1463
Paco & Lola,Vintage Albarino,2013,4.3,117,Rias Baixas,24.0,Albarino,3.0,3.0,1464
Valdespino,Cardenal Palo Cortado VORS,N.V.,4.3,116,Jerez Palo Cortado,176.5,Jerez,4.0,3.0,1465
Pago de Vallegarcia,Vallegarcia Viognier,2019,4.3,114,Castilla y Leon,18.5,V.T. Castilla y León,3.0,4.5,1466
Valtravieso,Finca la Atalaya Reserva,2017,4.3,114,Ribera del Duero,23.5,Ribera del Duero Tinto,5.0,3.0,1467
Bodegas Amaren,Tempranillo Reserva,2002,4.3,112,Rioja,28.0,Rioja Tinto,4.0,3.0,1468
Vinas del Vero,Blecua Somontano,2011,4.3,112,Somontano,73.9,Tinto,4.0,3.0,1469
Clos Mogador,Priorat,2000,4.3,111,Priorato,100.0,Priorat Tinto,4.0,3.0,1470
Contino,Rioja Graciano,2017,4.3,111,Rioja,62.9,Rioja Tinto,4.0,3.0,1471
Artadi,Grandes Anadas Rioja,1999,4.3,111,Rioja,265.0,Rioja Tinto,4.0,3.0,1472
Costers del Priorat,Clos Cypres Vinyes Velles (Old Vines),2015,4.3,111,Priorato,49.0,Priorat Tinto,4.0,3.0,1473
Eulogio Pomares,Castineiro Albarino,2017,4.3,111,Rias Baixas,30.75,Albarino,3.0,3.0,1474
Bodegas Urium,Amontillado V.O.R.S,N.V.,4.3,110,Jerez Amontillado,50.0,Jerez,4.0,3.0,1475
Bodega Otazu,Altar,2008,4.3,109,Navarra,32.18,Tinto,4.0,3.0,1476
Perez Barquero,Gran Barquero Palo Cortado Solera 25 Anos,N.V.,4.3,108,Montilla-Moriles,34.9,D.O. Montilla-Moriles,3.0,5.0,1477
Bodega Elias Mora,Toro Gran Elias Mora,2014,4.3,108,Toro,33.5,Toro Tinto,5.0,3.0,1478
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2015,4.3,108,Ribera del Duero,92.24,Ribera del Duero Tinto,5.0,3.0,1479
Arinzano,Gran Vino Blanco,2004,4.3,108,Arinzano,52.95,Chardonnay,4.0,3.0,1480
Oller del Mas,Arnau Oller Seleccio de la Familia,2016,4.3,108,Pla de Bages,33.15,Tinto,4.0,3.0,1481
Bodegas Roda,Roda Reserva Rioja,2018,4.3,108,Rioja,24.51,Rioja Tinto,4.0,3.0,1482
Finca Villacreces,Nebro Ribera del Duero,2009,4.3,107,Ribera del Duero,135.95,Ribera del Duero Tinto,5.0,3.0,1483
Pujanza,Rioja Norte,2011,4.3,106,Rioja,46.9,Rioja Tinto,4.0,3.0,1484
Toro Albala,Don PX Gran Reserva,1988,4.3,104,Montilla-Moriles,19.8,Pedro Ximenez,5.0,1.0,1485
Cims de Porrera,Classic,2011,4.3,102,Priorato,39.51,Priorat Tinto,4.0,3.0,1486
Cims de Porrera,Classic,1997,4.3,102,Priorato,119.95,Priorat Tinto,4.0,3.0,1487
R. Lopez de Heredia,Vina Tondonia Reserva,1964,4.3,101,Rioja,249.0,Rioja Tinto,4.0,3.0,1488
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2016,4.3,100,Bierzo,95.25,Mencia,3.0,3.0,1489
Alta Alella,Orbus,2016,4.3,100,Alella,24.95,Syrah,4.0,3.0,1490
Losada,La Bienquerida,2015,4.3,100,Bierzo,36.91,Mencia,3.0,3.0,1491
Terroir Al Limit Soc. Lda,Les Manyes,2014,4.3,99,Priorato,158.88,Priorat Tinto,4.0,3.0,1492
Alvaro Palacios,Finca Dofi,2003,4.3,99,Priorato,90.6,Priorat Tinto,4.0,3.0,1493
Bodegas Clunia,Malbec,2018,4.3,99,Castilla y Leon,24.9,Tinto,4.0,3.0,1494
Losada,Altos de Losada,2019,4.3,97,Bierzo,18.35,Mencia,3.0,3.0,1495
Arinzano,Gran Vino Blanco,2016,4.3,95,Arinzano,65.25,Chardonnay,4.0,3.0,1496
Campillo,Reserva Especial Rioja,2010,4.3,95,Rioja,23.95,Rioja Tinto,4.0,3.0,1497
Allende,Aurus,2004,4.3,94,Rioja,148.65,Rioja Tinto,4.0,3.0,1498
Llanos Negros,La Time,2000,4.3,94,La Palma,21.95,D.O. La Palma,3.0,4.0,1499
Quinta Sardonia,QS,2017,4.3,93,Castilla y Leon,37.49,Tinto,4.0,3.0,1500
Alta Alella,Dolc Mataro,2017,4.3,92,Alella,16.5,D.O. Alella,3.0,4.0,1501
Ferrer Bobet,Priorat Vinyes Velles,2018,4.3,94,Priorato,33.95,Priorat Tinto,4.0,3.0,1502
Bodegas Ochoa,Vendimia Tardia Moscatel,2019,4.3,91,Navarra,10.76,D.O. Navarra,4.0,2.0,1503
Luis Canas,Hiru 3 Rioja Racimos,2005,4.3,91,Rioja,118.0,Rioja Tinto,4.0,3.0,1504
Ca l'Apotecari,Triaca,2013,4.3,90,Priorato,34.9,Priorat Tinto,4.0,3.0,1505
Muga,Prado Enea Gran Reserva,1982,4.3,90,Rioja,150.0,Rioja Tinto,4.0,3.0,1506
Osborne,Amontillado 51-1a 30 Years VORS Sherry,N.V.,4.3,89,Jerez-Xeres-Sherry,64.8,Jerez,4.0,3.0,1507
Finca Torremilanos,Cyclo,2018,4.3,89,Ribera del Duero,35.15,Ribera del Duero Tinto,5.0,3.0,1508
Pinea,Tinto,2017,4.3,89,Ribera del Duero,145.0,Ribera del Duero Tinto,5.0,3.0,1509
Josep Grau Viticultor,Maimo Garnatxa,2018,4.3,88,Montsant,26.9,Garnacha,5.0,3.0,1510
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2017,4.3,88,Rioja,42.9,Rioja Blanco,3.0,3.0,1511
La Rioja Alta,Gran Reserva 890,1989,4.3,88,Rioja,215.34,Rioja Tinto,4.0,3.0,1512
Fos,Fos Baranda,2017,4.3,87,Rioja,29.9,Rioja Tinto,3.0,3.0,1513
Hacienda Grimon,Finca la Oracion,2017,4.3,88,Rioja,20.45,Rioja Tinto,3.0,3.0,1514
Pedralonga,Albarino Pedralonga,2019,4.3,86,Rias Baixas,15.71,Albarino,3.0,4.0,1515
Capafons-Osso,Mas de Masos,2006,4.3,86,Priorato,39.99,Priorat Tinto,3.0,3.0,1516
Clos Mogador,Com Tu,2018,4.3,85,Montsant,34.95,Garnacha,3.0,3.0,1517
Can Rafols dels Caus,El Rocallis,2015,4.3,83,Cataluna,88.0,D.O. Catalunya,3.0,3.0,1518
Conreria d'Scala Dei,Iugiter,2015,4.3,83,Priorato,25.5,Priorat Tinto,3.0,3.0,1519
Mas Doix,Doix,2016,4.3,83,Priorato,79.9,Priorat Tinto,3.0,3.0,1520
Raul Perez,Ultreia Valtuille Mencia,2019,4.3,83,Bierzo,45.9,Mencia,3.0,3.0,1521
Dominio del Bendito,La Chispa Negra,2011,4.3,82,Toro,24.0,Toro Tinto,3.0,3.0,1522
Jose Pariente,Sauvignon Blanc,2021,4.3,83,Rueda,8.9,Sauvignon Blanc,3.0,5.0,1523
Dominio del Aguila,Reserva,2010,4.3,82,Ribera del Duero,65.0,Ribera del Duero Tinto,4.0,3.0,1524
Terra Remota,Clos Adrien,2013,4.3,82,Emporda,47.0,Tinto,3.5,3.5,1525
De Moya,Sofia,2017,4.3,82,Valencia,20.5,Tinto,3.0,3.0,1526
Llopart,Cava Original Brut (Espumos),2008,4.3,81,Cava,62.9,Cava,3.0,4.0,1527
Ostatu,Laderas Rioja,2014,4.3,81,Rioja Alavesa,31.13,Rioja Tinto,3.0,3.0,1528
Tinto Pesquera,Reserva,1995,4.3,81,Ribera del Duero,73.0,Ribera del Duero Tinto,3.0,3.0,1529
Bodegas Mas Alta,La Basseta,2014,4.3,80,Priorato,58.0,Priorat Tinto,3.0,3.0,1530
Can Rafols dels Caus,El Rocallis,2016,4.3,80,Cataluna,34.5,D.O. Catalunya,3.0,3.0,1531
Aalto,Blanco de Parcela,2019,4.3,80,Ribera del Duero,41.9,Verdejo,3.0,4.0,1532
Dominio de la Vega,Finca la Beata Bobal,2014,4.3,80,Utiel-Requena,33.9,Tinto,4.0,3.5,1533
Resalte,Resalte Expresion,2015,4.3,80,Ribera del Duero,28.5,Ribera del Duero Tinto,3.0,3.0,1534
Juve & Camps,Cava Brut Milesime,2017,4.3,80,Cava,24.1,Cava,3.0,4.0,1535
Bosque de Matasnos,Syrah de Matasnos,2019,4.3,80,Ribera del Duero,27.9,Syrah,4.5,3.5,1536
Sierra Cantabria,Amancio,2016,4.3,80,Rioja,84.5,Rioja Tinto,3.0,3.0,1537
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2018,4.3,79,Priorato,36.78,D.O. Priorato,3.0,3.0,1538
Marques de Vargas,Seleccion Privada,2015,4.3,79,Rioja,54.5,Rioja Tinto,4.0,3.0,1539
Mas de les Pereres,Nunci Negre,2013,4.3,79,Priorato,21.4,Priorat Tinto,4.0,3.0,1540
El Maestro Sierra,Oloroso Extra Viejo 1/7,N.V.,4.3,78,Jerez-Xeres-Sherry,217.8,Jerez,4.0,3.0,1541
Guilera,Musivari Gran Reserva Brut Nature,2007,4.3,77,Cava,23.22,Espumoso,2.0,3.0,1542
Arzuaga,Amaya Arzuaga (Coleccion),2015,4.3,77,Ribera del Duero,51.2,Ribera del Duero Tinto,5.0,3.0,1543
Astrales,Christina Ribera del Duero,2017,4.3,77,Ribera del Duero,38.0,Ribera del Duero Tinto,5.0,3.0,1544
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2018,4.3,77,Rioja,67.9,Rioja Tinto,4.0,3.0,1545
Senorio de San Vicente,San Vicente Rioja,2018,4.3,77,Rioja,32.9,Rioja Tinto,4.0,3.0,1546
Bodegas Faustino,Faustino de Autor Reserva Especial,1994,4.3,76,Rioja,45.0,Rioja Tinto,4.0,3.0,1547
La Rioja Alta,Rioja Gran Reserva 904,1964,4.3,76,Rioja,260.0,Rioja Tinto,4.0,3.0,1548
l'Infernal Combier Fischer Gerin,Vinas Viejas Aguilera,2010,4.3,76,Priorato,69.0,Priorat Tinto,4.0,3.0,1549
Muga,Prado Enea Gran Reserva,1985,4.3,75,Rioja,98.0,Rioja Tinto,4.0,3.0,1550
Terroir Al Limit Soc. Lda,Les Manyes,2013,4.3,74,Priorato,348.85,Priorat Tinto,4.0,3.0,1551
Scala Dei,Pla dels Angels Rosado,2020,4.3,74,Priorato,23.95,D.O. Priorato,3.0,3.0,1552
Jorge Piernas,Juan Piernas Finca El Paso Malo Monastrell,2017,4.3,74,Murcia,27.9,Monastrell,5.0,3.0,1553
Pedralonga,Albarino Pedralonga,2020,4.3,74,Rias Baixas,15.0,Albarino,3.0,3.0,1554
Contino,Vina del Olivo,2004,4.3,74,Rioja,155.0,Rioja Tinto,4.0,3.0,1555
Terroir Al Limit Soc. Lda,Pedra de Guix,2017,4.3,73,Priorato,57.9,D.O. Priorato,3.0,3.0,1556
Vinyes Domenech,Vinyes Velles de Samso,2016,4.3,73,Montsant,36.93,Montsant Tinto,4.0,3.0,1557
Territorio Luthier,Hispania,2015,4.3,73,Ribera del Duero,52.0,Ribera del Duero Tinto,5.0,3.0,1558
Abel Mendoza Monge,Malvasia,2017,4.3,72,Rioja,31.5,Rioja Blanco,3.0,3.0,1559
Clos Erasmus,Priorat,2006,4.3,72,Priorato,654.31,Priorat Tinto,4.0,3.0,1560
La Rioja Alta,Vina Ardanza Reserva,1985,4.3,72,Rioja,75.0,Rioja Tinto,4.0,3.0,1561
Equipo Navazos,La Bota 69 de Amontillado,N.V.,4.3,72,Jerez-Xeres-Sherry,113.72,Jerez,4.0,3.0,1562
Avgvstvs,Antigues Reserves,2000,4.3,72,Penedes,27.45,Tinto,4.0,3.0,1563
Vina Sastre,Regina Vides Ribera del Duero,2018,4.3,71,Ribera del Duero,69.9,Ribera del Duero Tinto,5.0,3.0,1564
Marques de Riscal,Baron de Chirel Verdejo Vinas Centenarias,2018,4.3,71,Castilla y Leon,40.5,Verdejo,3.0,3.0,1565
Pago Calzadilla,Gran Calzadilla,2009,4.3,70,Pago Calzadilla,39.95,Tinto,4.0,3.0,1566
Vina Pomal,Alto de la Caseta,2008,4.3,70,Rioja,55.45,Rioja Tinto,4.0,3.0,1567
Martinet,Clos Martinet,2002,4.3,70,Priorato,177.45,Priorat Tinto,4.0,3.0,1568
Marti Fabra,Masia Carreras Negre,2019,4.3,69,Emporda,11.91,Tinto,4.0,3.0,1569
Sangenis I Vaque,Clos Monlleo,2007,4.3,68,Priorato,54.95,Priorat Tinto,4.0,3.0,1570
Ferrer Bobet,Priorat,2018,4.3,68,Priorato,25.88,Priorat Tinto,4.0,3.0,1571
Figuero,Milagros de Figuero,2016,4.3,68,Ribera del Duero,34.85,Ribera del Duero Tinto,5.0,3.0,1572
Balandro,Las Botas Palo Cortado Horizontal,N.V.,4.3,67,Manzanilla,37.0,Jerez,4.0,3.0,1573
Pujanza,Rioja Norte,2006,4.3,67,Rioja,75.0,Rioja Tinto,4.0,3.0,1574
M. Antonio de la Riva,La Riva Fino Balbaina Alta,N.V.,4.3,67,Jerez-Xeres-Sherry,47.45,Jerez,4.0,3.0,1575
Espelt,Coma Bruna,2017,4.3,67,Emporda,22.8,Tinto,4.0,3.0,1576
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1981,4.3,66,Rioja,199.0,Rioja Tinto,4.0,3.0,1577
Bodegas Arfe,Palo Cortado de la Cruz de 1767,N.V.,4.3,66,Jerez-Xeres-Sherry,59.9,Jerez,4.0,3.0,1578
Abel Mendoza Monge,Grano a Grano Tempranillo,2016,4.3,65,Rioja,120.13,Rioja Tinto,4.0,3.0,1579
Conreria d'Scala Dei,Voltons,2015,4.3,64,Priorato,47.0,Priorat Tinto,4.0,3.0,1580
Scala Dei,Masdeu,2014,4.3,64,Priorato,84.9,Priorat Tinto,4.0,3.0,1581
Real de Asua,Tinto,2016,4.3,64,Rioja,78.95,Rioja Tinto,4.0,3.0,1582
Bodegas Vilano,Crianza,2019,4.3,64,Ribera del Duero,9.99,Ribera del Duero Tinto,5.0,3.0,1583
Vinyes dels Aspres,S'Alou,2018,4.3,64,Emporda,31.5,Tinto,4.0,3.0,1584
Altos de Rioja,Altos R Pigeage,2016,4.3,63,Rioja,29.95,Rioja Tinto,4.0,3.0,1585
Scala Dei,Massipa de Scala Dei Garnatxa Blanca - Xenin,2019,4.3,62,Priorato,36.95,D.O Priorato,3.0,3.0,1586
Valserrano,Finca Monteviejo,2017,4.3,62,Rioja,32.0,Rioja Tinto,4.0,3.0,1587
Marques de Tomares,Rioja Gran Reserva,2014,4.3,62,Rioja,25.95,Tinto,4.0,3.0,1588
Shaya,Habis,2018,4.3,62,Rueda,21.5,Verdejo,3.0,3.0,1589
Finca Rio Negro,5o Ano,2014,4.3,62,La Mancha,23.3863295,Tinto,4.0,3.0,1590
Allende,Gaminde,2016,4.3,62,Rioja,43.8,Rioja Tinto,4.0,3.0,1591
Martinet,Els Escurcons,2018,4.3,61,Priorato,75.5,Priorat Tinto,4.0,3.0,1592
Bodegas Ximenez-Spinola,Varietal Fermentacion Lenta,2019,4.3,61,Jerez-Xeres-Sherry,29.9,Pedro Ximenez,5.0,1.0,1593
Loxera,El Cordero y las Virgenes,2016,4.3,60,Valencia,24.0,Tinto,4.0,3.0,1594
Mas d'en Gil,Clos Fonta Priorat,2001,4.3,60,Priorato,150.0,Priorat Tinto,4.0,3.0,1595
Jose Pariente,Finca Las Comas Verdejo,2016,4.3,60,Rueda,29.4,Verdejo,3.0,3.0,1596
Alvaro Palacios,Finca Dofi,1997,4.3,60,Priorato,170.0,Priorat Tinto,4.0,3.0,1597
Artadi,La Poza de Ballesteros,2016,4.3,60,Rioja Alavesa,93.26,Tempranillo,4.0,2.0,1598
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2019,4.3,59,Ribera del Duero,75.95,Ribera del Duero Tinto,5.0,3.0,1599
Dominio Fournier,Reserva,2014,4.3,59,Ribera del Duero,23.77,Ribera del Duero Tinto,5.0,3.0,1600
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2018,4.3,57,Rioja,42.5,Rioja Tinto,4.0,3.0,1601
Marques de Murrieta,Dalmau Rioja,2002,4.3,57,Rioja,75.0,Rioja Tinto,4.0,3.0,1602
Valderiz,Tomas Esteban,2010,4.3,57,Ribera del Duero,68.99,Ribera del Duero Tinto,5.0,3.0,1603
Tridente,Prieto Picudo,2018,4.3,57,Castilla y Leon,21.95,Tinto,4.0,3.0,1604
Neton,Garnacha Tintorera,2017,4.3,57,Castilla y Leon,13.237545,Tinto,4.0,3.0,1605
Enate,Cabernet,2012,4.3,57,Somontano,23.5,Tinto,4.0,3.0,1606
Pradorey,El Cuentista,2018,4.3,57,Ribera del Duero,17.9,Ribera del Duero Blanco,3.0,3.0,1607
Vall Llach,Porrera Vi de Vila,2018,4.3,56,Priorato,49.95,Priorat Tinto,4.0,3.0,1608
Terroir Al Limit Soc. Lda,Les Manyes,2011,4.3,56,Priorato,348.85,Priorat Tinto,4.0,3.0,1609
Valderiz,Juegabolos,2017,4.3,56,Ribera del Duero,28.6,Ribera del Duero Tinto,5.0,3.0,1610
Abadal,3.9,2018,4.3,56,Pla de Bages,21.3,Tinto,4.0,3.0,1611
Raul Perez,Sketch,2019,4.3,56,Rias Baixas,44.95,Albarino,3.0,3.0,1612
Portal del Priorat,Clos del Portal Somni,2008,4.3,55,Priorato,36.3,Priorat Tinto,4.0,3.0,1613
Baigorri,De Garage Rioja,2017,4.3,55,Rioja,32.0,Rioja Tinto,4.0,3.0,1614
Cartoixa de Montsalvat,Montsalvat,2007,4.3,54,Priorato,39.712635,Priorat Tinto,4.0,3.0,1615
Clos Galena,Galena,2018,4.3,54,Priorato,17.9,Priorat Tinto,4.0,3.0,1616
Bodega Ribas,Sio Negre,2019,4.3,53,Mallorca,39.9,Tinto,4.0,3.0,1617
Allende,Aurus,2001,4.3,53,Rioja,140.0,Rioja Tinto,4.0,3.0,1618
Enate,Chardonnay Uno,2012,4.3,53,Somontano,249.95,Chardonnay,4.0,3.0,1619
El Lagar de Isilla,Vendimia Seleccionada,2015,4.3,53,Ribera del Duero,28.83,Ribera del Duero Tinto,5.0,3.0,1620
Finca Villacreces,Nebro Ribera del Duero,2013,4.3,53,Ribera del Duero,196.29,Ribera del Duero Tinto,5.0,3.0,1621
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza,2018,4.3,53,Otazu,28.4,Chardonnay,4.0,3.0,1622
Jose Pariente,Verdejo Fermentado en Barrica,2020,4.3,53,Rueda,14.5,Verdejo,3.0,3.0,1623
La Rioja Alta,Rioja Gran Reserva 904,1970,4.3,53,Rioja,260.0,Rioja Tinto,4.0,3.0,1624
Toro Albala,Don PX Pedro Ximenez,1999,4.3,52,Montilla-Moriles,36.9,Pedro Ximenez,5.0,1.0,1625
Anibal de Otero,Vina Centenaria Mencia,2014,4.3,52,Bierzo,38.0,Mencia,3.0,3.0,1626
Familia Torres,Grans Muralles,2017,4.3,52,Conca de Barbera,137.75,Tinto,4.0,3.0,1627
Costers del Siurana,Clos de L'Obac,2009,4.3,51,Priorato,79.9,Priorat Tinto,4.0,3.0,1628
Finca Rio Negro,Cerro del Lobo Syrah,2018,4.3,51,Castilla y Leon,24.5,Syrah,4.0,3.0,1629
Cervoles,Estrats,2012,4.3,51,Costers del Segre,68.55,Tinto,4.0,3.0,1630
Scala Dei,Masdeu,2016,4.3,51,Priorato,81.35,Priorat Tinto,4.0,3.0,1631
Vina Sastre,Regina Vides Ribera del Duero,2001,4.3,50,Ribera del Duero,121.5,Ribera del Duero Tinto,5.0,3.0,1632
Vizcarra,Celia,2014,4.3,50,Ribera del Duero,79.98,Ribera del Duero Tinto,5.0,3.0,1633
Marques de Caceres,Gaudium,1998,4.3,50,Rioja,60.0,Rioja Tinto,4.0,3.0,1634
Barahonda,Summum Monastrell,2019,4.3,50,Yecla,13.99,Monastrell,5.0,3.0,1635
Mas Doix,Doix,2002,4.3,49,Priorato,195.52,Priorat Tinto,4.0,3.0,1636
Altos del Enebro,Finca La Herradura,2014,4.3,49,Ribera del Duero,68.0,Ribera del Duero Tinto,5.0,3.0,1637
Pago de Larrainzar,Reserva Especial,2014,4.3,49,Navarra,16.9,Tinto,4.0,3.0,1638
Albamar,Alma de Mar Albarino,2019,4.3,49,Rias Baixas,27.5,Albarino,3.0,3.0,1639
Williams & Humbert,Canasta 20 Anos Cream,N.V.,4.3,49,Jerez-Xeres-Sherry,29.25,Pedro Ximenez,5.0,1.0,1640
Pujanza,Rioja Anadas Frias,2016,4.3,49,Rioja,75.0,Rioja Blanco,3.0,3.0,1641
Finca Rio Negro,5o Ano,2016,4.3,49,La Mancha,23.9,Tinto,4.0,3.0,1642
Oxer Wines,Suzzane Rioja,2019,4.3,48,Rioja,34.9,Rioja Tinto,4.0,3.0,1643
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1925,4.3,48,Rioja,532.0,Rioja Tinto,4.0,3.0,1644
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2010,4.3,48,Ribera del Duero,95.0,Ribera del Duero Tinto,5.0,3.0,1645
Can Bas,Monreal,2015,4.3,48,Penedes,44.1,Tinto,4.0,3.0,1646
Atlan & Artisan,8 Vents Mallorca,2019,4.3,47,Mallorca,18.9,Tinto,4.0,3.0,1647
Venus la Universal,Venus,2017,4.3,47,Montsant,35.35,Montsant Tinto,4.0,3.0,1648
La Rioja Alta,Gran Reserva 890,1981,4.3,47,Rioja,270.0,Rioja Tinto,4.0,3.0,1649
Olivardots,Vd'O 1 Samso - Pissarra,2012,4.3,46,Emporda,34.95,Tinto,4.0,3.0,1650
Terroir Al Limit Soc. Lda,Les Manyes,2012,4.3,46,Priorato,348.85,Priorat Tinto,4.0,3.0,1651
Lar de Paula,Tempranillo Reserva,2012,4.3,46,Rioja,14.9,Rioja Tinto,4.0,3.0,1652
Venta Las Vacas,La Cuartilleja Reserva,2015,4.3,46,Ribera del Duero,39.7,Ribera del Duero Tinto,5.0,3.0,1653
Juve & Camps,Cava Gran Reserva La Capella Brut,2010,4.3,46,Cava,75.5,Cava,2.0,3.0,1654
Bodega Contador (Benjamin Romeo),Coleccion No. 3 Cosecha,2014,4.3,45,Rioja,189.9,Rioja Tinto,4.0,3.0,1655
Luis Canas,Rioja Gran Reserva,2016,4.3,45,Rioja,21.01,Rioja Tinto,4.0,3.0,1656
La Val,Albarino Sobre Lias,2015,4.3,45,Rias Baixas,23.9,Albarino,3.0,3.0,1657
Tres Piedras,Nobbis,2019,4.3,45,Ribera del Duero,12.8,Tempranillo,4.0,2.0,1658
Raul Perez,Rara Avis Prieto Picudo,2013,4.3,45,Castilla y Leon,39.95,Tinto,4.0,3.0,1659
Javi Revert,Sensal,2020,4.3,45,Valencia,22.35,Tinto,4.0,3.0,1660
Bodega Campo Eliseo,Campo Eliseo Blanco,2018,4.3,45,Rueda,27.25,Verdejo,3.0,3.0,1661
Alta Alella,Blanc de Neu,2016,4.3,45,Alella,16.99,Espumoso,2.0,3.0,1662
