bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Abadia Retuerta,Pago Garduna,2009,4.5,132,Castilla y Leon,73.6,Syrah,4.0,3.0,478
Bodegas Mas Alta,La Basseta,2013,4.5,132,Priorato,58.0,Priorat Tinto,4.0,3.0,479
Territorio Luthier,Territorio Luthier Reserva,2016,4.5,128,Ribera del Duero,54.0,Ribera del Duero Tinto,5.0,3.0,480
Alion,Ribera del Duero,2018,4.5,128,Ribera del Duero,78.38,Ribera del Duero Tinto,5.0,3.0,481
Vega Sicilia,Valbuena 5o,1988,4.5,126,Ribera del Duero,228.63,Ribera del Duero Tinto,5.0,3.0,482
Anima Negra,Son Negre,2011,4.5,121,Mallorca,228.9,Tinto,4.0,3.0,483
Costers del Siurana,Clos de L'Obac,2010,4.5,121,Priorato,81.3,Priorat Tinto,4.0,3.0,484
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2018,4.5,117,Ribera del Duero,165.0,Ribera del Duero Tinto,5.0,3.0,485
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2014,4.5,115,Ribera del Duero,54.9,Ribera del Duero Tinto,5.0,3.0,486
Rafael Palacios,As Sortes Val do Bibei Godello,2020,4.5,115,Valdeorras,55.0,D.O. Valdeorras,3.0,3.0,487
Martinet,Cami Pesseroles,2010,4.5,113,Priorato,131.85,Priorat Tinto,4.0,3.0,488
Pago de Los Capellanes,Parcela El Picon Tinto,2015,4.5,113,Ribera del Duero,148.39,Ribera del Duero Tinto,5.0,3.0,489
Adama Wines,Tinto,2011,4.5,110,Ribera del Duero,39.0,Ribera del Duero Tinto,5.0,3.0,490
Jesus Madrazo,Seleccion Rioja,2015,4.5,107,Rioja,67.1,Rioja Tinto,4.0,3.0,491
Tinto Pesquera,Millenium Reserva,1996,4.5,106,Ribera del Duero,199.45,Ribera del Duero Tinto,5.0,3.0,492
Bodegas Naluar & Acediano,Acediano,2015,4.5,104,Ribera del Duero,52.0,Ribera del Duero Tinto,5.0,3.0,493
Marques de Caceres,Gaudium,2016,4.5,104,Rioja,34.9,Rioja Tinto,4.0,3.0,494
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2017,4.5,103,Ribera del Duero,75.81,Ribera del Duero Tinto,5.0,3.0,495
Sierra Cantabria,Finca el Bosque,2017,4.5,103,Rioja,84.36,Rioja Tinto,4.0,3.0,496
Trus,Pico de Luyas,2016,4.5,103,Ribera del Duero,47.95,Ribera del Duero Tinto,5.0,3.0,497
Artadi,Grandes Anadas Rioja,2001,4.5,103,Rioja,391.65,Rioja Tinto,4.0,3.0,498
Juan Gil,Bruto,2019,4.5,104,Jumilla,32.5,Monastrell,5.0,3.0,499
Muga,Aro,2004,4.5,102,Rioja,198.0,Rioja Tinto,4.0,3.0,500
Mestres,Mas Via Gran Reserva Brut,2004,4.5,102,Cava,40.33,Cava,2.0,3.0,501
Alvaro Palacios,Les Aubaguetes Priorat,2015,4.5,99,Priorato,302.5,Priorat Tinto,4.0,3.0,502
Quinta de la Quietud,La Mula de la Quietud,2016,4.5,99,Toro,62.0,Toro Tinto,5.0,3.0,503
Chivite,Navarra Coleccion 125 Blanco,2018,4.5,97,Navarra,49.1,Chardonnay,4.0,3.0,504
Marques de Murrieta,Dalmau Rioja,2015,4.5,97,Rioja,75.0,Rioja Tinto,4.0,3.0,505
Enate,Chardonnay Uno,2011,4.5,96,Somontano,200.13,Chardonnay,4.0,3.0,506
Toro Albala,Don PX Vieja Cosecha,1973,4.5,95,Montilla-Moriles,113.0,Pedro Ximenez,5.0,1.0,507
Bodega Ribas,Ribas de Cabrera,2018,4.5,94,Mallorca,68.4059721390231,Tinto,4.0,3.0,508
Vinas del Cenit,Cenit,2012,4.5,92,Tierra del Vino de Zamora,37.5,Tempranillo,4.0,2.0,509
Artadi,El Carretil,2012,4.5,88,Rioja,165.0,Tempranillo,4.0,2.0,510
Alvaro Palacios,Quinon de Valmira,2016,4.5,88,Rioja,415.0,Rioja Tinto,4.0,3.0,511
Bodegas Naluar & Acediano,Acediano,2014,4.5,87,Ribera del Duero,74.0,Ribera del Duero Tinto,5.0,3.0,512
Mas del Serral,Mas del Serral,2007,4.5,82,Penedes,192.16,Espumoso,2.0,3.0,513
Cervoles,Estrats,2009,4.5,81,Costers del Segre,59.82,Tinto,4.0,3.0,514
Anima Negra,Son Negre,2016,4.5,81,Mallorca,164.9,Tinto,4.0,3.0,515
Diez Merito,Fino Imperial Amontillado 30 Anos,N.V.,4.5,81,Jerez Amontillado,94.9,Jerez,4.0,3.0,516
Valdespino,Coliseo Amontillado VORS,N.V.,4.5,81,Jerez Amontillado,199.0,Jerez,4.0,3.0,517
Sierra Cantabria,Finca el Bosque,2018,4.5,81,Rioja,85.95,Rioja Tinto,4.0,3.0,518
Familia Torres,Grans Muralles,2000,4.5,81,Conca de Barbera,125.05,Tinto,4.0,3.0,519
Emilio Moro,Malleolus de Valderramiro,2018,4.5,82,Ribera del Duero,85.55,Ribera del Duero Tinto,5.0,3.0,520
Bodega Contador (Benjamin Romeo),Contador Rioja,2016,4.5,80,Rioja,317.75,Rioja Tinto,4.0,3.0,521
Adama Wines,Tinto,2010,4.5,79,Ribera del Duero,35.0,Ribera del Duero Tinto,5.0,3.0,522
R. Lopez de Heredia,Vina Tondonia Gran Reserva Blanco,1981,4.5,78,Rioja Alta,274.95,Rioja Blanco,3.0,3.0,523
Martinet,Cami Pesseroles,2014,4.5,78,Priorato,82.55,Priorat Tinto,4.0,3.0,524
Clos Mogador,Priorat,2019,4.5,76,Priorato,63.9,Priorat Tinto,4.0,3.0,525
Marques de Burgos,8000,2017,4.5,75,Ribera del Duero,29.95,Ribera del Duero Tinto,5.0,3.0,526
Vina Sastre,Pesus Ribera del Duero,2009,4.5,75,Ribera del Duero,312.6,Ribera del Duero Tinto,5.0,3.0,527
Bodegas Mas Alta,La Basseta,2017,4.5,75,Priorato,58.95,Priorat Tinto,4.0,3.0,528
Artadi,La Poza de Ballesteros,2010,4.5,74,Rioja Alavesa,99.35,Tempranillo,4.0,2.0,529
Penafiel,Mironia Black Edition Tempranillo,2015,4.5,73,Ribera del Duero,49.5,Ribera del Duero Tinto,5.0,3.0,530
Bodegas Mas Alta,La Creu Alta,2015,4.5,73,Priorato,234.98,Priorat Tinto,4.0,3.0,531
Costers del Siurana,Miserere,2010,4.5,74,Priorato,78.5,Priorat Tinto,4.0,3.0,532
Muga,Prado Enea Gran Reserva,2015,4.5,72,Rioja,56.95,Rioja Tinto,4.0,3.0,533
Tobia,Alma Tobia Rioja,2015,4.5,72,Rioja,40.0,Rioja Tinto,4.0,3.0,534
Tresmano - Tr3smano,Tm,2016,4.5,71,Ribera del Duero,100.0,Tempranillo,4.0,2.0,535
Mas Doix,Doix,2017,4.5,71,Priorato,79.9,Priorat Tinto,4.0,3.0,536
Sei Solo,Tinto,2012,4.5,70,Ribera del Duero,63.5,Ribera del Duero Tinto,5.0,3.0,537
Miguel Merino,La Loma,2017,4.5,69,Rioja Alta,38.9,Rioja Tinto,4.0,3.0,538
Finca Villacreces,Nebro Ribera del Duero,2011,4.5,69,Ribera del Duero,154.5,Ribera del Duero Tinto,5.0,3.0,539
Clos Erasmus,Priorat,2012,4.5,69,Priorato,374.66,Priorat Tinto,4.0,3.0,540
Artadi,El Carretil,2015,4.5,66,Rioja,143.51,Tempranillo,4.0,2.0,541
Virgen de la Asuncion,El Canto del Angel,2014,4.5,66,Ribera del Duero,59.95,Ribera del Duero Tinto,5.0,3.0,542
Artadi,Grandes Anadas Rioja,1998,4.5,66,Rioja,467.65,Rioja Tinto,4.0,3.0,543
Remirez de Ganuza,Rioja Blanco Reserva,2012,4.5,66,Rioja,65.5,Rioja Blanco,3.0,3.0,544
Remirez de Ganuza,Gran Reserva,2011,4.5,65,Rioja,88.5,Rioja Tinto,4.0,3.0,545
Romate,Cayetano del Pino Viejisimo Palo Cortado,N.V.,4.5,61,Jerez Palo Cortado,25.92,Jerez,4.0,3.0,546
Allende,Calvario Rioja,2002,4.5,61,Rioja,95.0,Rioja Tinto,4.0,3.0,547
Dominio del Aguila,Gran Reserva Penas Aladas,2012,4.5,61,Ribera del Duero,559.02,Ribera del Duero Tinto,5.0,3.0,548
Martinet,Cami Pesseroles,2012,4.5,60,Priorato,115.85,Priorat Tinto,4.0,3.0,549
Vega Sicilia,Unico,1969,4.5,60,Ribera del Duero,976.83,Ribera del Duero Tinto,5.0,3.0,550
Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2005,4.5,59,Priorato,266.81,Priorat Tinto,4.0,3.0,551
Dehesa del Carrizal,Coleccion Privada,2017,4.5,59,Dehesa del Carrizal,26.9,Tinto,4.0,3.0,552
Tarsus,Finca El Canto,2015,4.5,58,Ribera del Duero,89.66,Tempranillo,4.0,2.0,553
Hacienda Solano,Finca Cascorrales,2016,4.5,57,Ribera del Duero,64.3,Ribera del Duero Tinto,5.0,3.0,554
La Rioja Alta,Rioja Gran Reserva 904,1987,4.5,57,Rioja,190.0,Rioja Tinto,4.0,3.0,555
Marques de Grinon,AAA,2004,4.5,56,Dominio de Valdepusa,141.2,Tinto,4.0,3.0,556
Adama Wines,Tinto,2007,4.5,55,Ribera del Duero,32.0,Ribera del Duero Tinto,5.0,3.0,557
Beronia,Rioja Gran Reserva,1994,4.5,54,Rioja,61.0,Rioja Tinto,4.0,3.0,558
Monte Real,Gran Reserva,1964,4.5,54,Rioja,140.0,Rioja Tinto,4.0,3.0,559
Toro Albala,Marques de Poley Amontillado Seleccion 1951,1951,4.5,53,Montilla-Moriles,169.95,Pedro Ximenez,5.0,1.0,560
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2014,4.5,53,Ribera del Duero,49.9,Ribera del Duero Tinto,5.0,3.0,561
Enate,Reserva Especial,2006,4.5,53,Somontano,65.9,Tinto,4.0,3.0,562
Divina Proporcion,Platon Tinto,2019,4.5,52,Toro,25.9,Toro Tinto,5.0,3.0,563
Vina al Lado de la Casa,Altos de Las Gateras Monastrell,2013,4.5,51,Yecla,58.19,Monastrell,5.0,3.0,564
Dominio del Aguila,Canta la Perdiz,2013,4.5,51,Ribera del Duero,295.0,Ribera del Duero Tinto,5.0,3.0,565
Marques de la Concordia,Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),2016,4.5,50,Rioja,35.5,Rioja Tinto,4.0,3.0,566
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2013,4.5,49,Cava,53.7,Cava,2.0,3.0,567
Penafiel,Alba de Miros Rueda Verdejo,2019,4.5,49,Rueda,9.9,Verdejo,3.0,3.0,568
Carmelo Rodero,Ribera del Duero TSM,2006,4.5,48,Ribera del Duero,40.8333333333333,Ribera del Duero Tinto,5.0,3.0,569
Dominio de Cair,Pendon De La Aguilera,2010,4.5,47,Ribera del Duero,299.286840932831,Ribera del Duero Tinto,5.0,3.0,570
Valquejigoso,V2 Tinto,2009,4.5,49,Madrid,43.6838985,Tinto,4.0,3.0,571
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2003,4.5,46,Priorato,1372.14,Priorat Tinto,4.0,3.0,572
Martinet,Cami Pesseroles,2016,4.5,46,Priorato,79.55,Priorat Tinto,4.0,3.0,573
Cal Pla,Planots Priorat,2013,4.5,46,Priorato,57.0,Priorat Tinto,4.0,3.0,574
Veigamoura,Blanco,2013,4.5,45,Rias Baixas,14.96,Rias Baixas,2.0,3.0,575
Vizcarra,Celia,2011,4.5,44,Ribera del Duero,60.06,Ribera del Duero Tinto,5.0,3.0,576
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2010,4.5,44,Ribera del Duero,237.0,Ribera del Duero Tinto,5.0,3.0,577
Clos Erasmus,Priorat,1998,4.5,43,Priorato,993.28,Priorat Tinto,4.0,3.0,578
Legaris,Calmo,2014,4.5,43,Ribera del Duero,71.9,Ribera del Duero Tinto,5.0,3.0,579
Federico Paternina,Gran Reserva,1928,4.5,43,Rioja,270.0,Rioja Tinto,4.0,3.0,580
Marques de Murrieta,Dalmau Rioja,2000,4.5,42,Rioja,48.5,Rioja Tinto,4.0,3.0,581
Anima Negra,Son Negre,2005,4.5,42,Mallorca,200.0,Tinto,4.0,3.0,582
Vinicola Real,Confesor Rioja,2004,4.5,42,Rioja,107.5,Rioja Tinto,4.0,3.0,583
Bodegas San Roman,Cartago Paraje de Pozo,2016,4.5,42,Toro,77.5,Toro Tinto,5.0,3.0,584
Losada,La Bienquerida,2019,4.5,41,Bierzo,32.9,Mencia,3.0,3.0,585
Clos d'Agon,Seleccion Especial,2015,4.5,40,Cataluna,93.51,Tinto,4.0,3.0,586
Sacristia AB,Saca Unica,N.V.,4.5,39,Jerez-Xeres-Sherry,96.38,Jerez,4.0,3.0,587
Huerta de Albala,Taberner No. 1,2011,4.5,38,Cadiz,75.0,Tinto,4.0,3.0,588
Uvaguilera Aguilera,Palomero,2010,4.5,38,Ribera del Duero,44.95,Ribera del Duero Tinto,5.0,3.0,589
Ysios,Grano a Grano,2017,4.5,37,Rioja,75.0,Rioja Tinto,4.0,3.0,590
Finca Villacreces,Nebro Ribera del Duero,2015,4.5,37,Ribera del Duero,143.38,Ribera del Duero Tinto,5.0,3.0,591
Vega Sicilia,Valbuena 5o,1976,4.5,37,Ribera del Duero,195.0,Ribera del Duero Tinto,5.0,3.0,592
Dehesa del Carrizal,Petit Verdot,2018,4.5,36,Dehesa del Carrizal,20.15,Tinto,4.0,3.0,593
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2015,4.5,36,Bierzo,1373.66,Tinto,4.0,3.0,594
Emilio Hidalgo,Santa Ana Pedro Ximenez 1861,N.V.,4.5,36,Jerez-Xeres-Sherry,320.0,Pedro Ximenez,5.0,1.0,595
Altos del Terral,Cuvee Julia Ribera del Duero,2011,4.5,35,Ribera del Duero,157.0,Ribera del Duero Tinto,5.0,3.0,596
Toro Albala,Don PX Seleccion,1949,4.5,34,Montilla-Moriles,295.0,Pedro Ximenez,5.0,1.0,597
Morca,Garnacha,2019,4.5,33,Campo de Borja,29.95,Garnacha,5.0,3.0,598
R. Lopez de Heredia,Vina Tondonia Gran Reserva,2001,4.5,33,Rioja,187.91,Rioja Tinto,4.0,3.0,599
Martinet,Cami Pesseroles,2013,4.5,32,Priorato,113.2,Priorat Tinto,4.0,3.0,600
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2018,4.5,32,Bierzo,120.0,Mencia,3.0,3.0,601
Castillo Perelada,Finca Garbet,2015,4.5,32,Emporda,89.9,Syrah,4.0,3.0,602
Vinicola Real,200 Monges Rioja Reserva Seleccion Especial,2006,4.5,32,Rioja,59.25,Rioja Tinto,4.0,3.0,603
El Regajal,Galia Clos Santuy,2016,4.5,32,Castilla y Leon,89.0,Tinto,4.0,3.0,604
Valderiz,Tomas Esteban,2011,4.5,32,Ribera del Duero,71.3,Ribera del Duero Tinto,5.0,3.0,605
Jose Pariente,Finca Las Comas Verdejo,2018,4.5,32,Rueda,34.5,Verdejo,3.0,3.0,606
Vega Sicilia,Valbuena 5o,1975,4.5,31,Ribera del Duero,195.0,Ribera del Duero Tinto,5.0,3.0,607
Abadia Retuerta,Petit Verdot,2004,4.5,31,Sardon de Duero,160.81,Tinto,4.0,3.0,608
Amos Baneres,Diables,2018,4.5,31,Penedes,38.75,D.O. Penedès,3.0,3.0,609
Scala Dei,St Antoni de Scala Dei Priorat,2017,4.5,30,Priorato,75.04,Priorat Tinto,4.0,3.0,610
Gonzalez-Byass,Anada Palo Cortado 1987,1991,4.5,30,Jerez Palo Cortado,230.0,Jerez,4.0,3.0,611
Artadi,Valdegines,2019,4.5,30,Rioja Alavesa,40.0,Tempranillo,4.0,2.0,612
Clos Erasmus,Priorat,2018,4.5,30,Priorato,225.0,Priorat Tinto,4.0,3.0,613
Bodegas Valdelana,Seda de Oro Reserva,2016,4.5,29,Rioja,69.0,Rioja Tinto,4.0,3.0,614
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016,4.5,29,Rioja,55.14,Garnacha,5.0,3.0,615
Tinto Pesquera,Reserva,1986,4.5,29,Ribera del Duero,90.0,Ribera del Duero Tinto,5.0,3.0,616
Bodegas Amaren,Carraquintana de Amaren,2017,4.5,29,Rioja Alavesa,56.5,Rioja Tinto,4.0,3.0,617
Anayon,Garnacha Parcela 81 Vinas Viejas,2017,4.5,28,Carinena,54.9,Tinto,4.0,3.0,618
Castell d'Encus,Saktih,2016,4.5,28,Costers del Segre,132.95,Tinto,4.0,3.0,619
Gramona,Cava Enoteca Finca de L'Origen Brut Nature,2002,4.5,28,Cava,142.0,Cava,2.0,3.0,620
Sierra Salinas,Salinas 1237,2014,4.5,28,Alicante,53.25,Tinto,4.0,3.0,621
Dehesa del Carrizal,Cabernet Sauvignon,2019,4.5,27,Dehesa del Carrizal,16.9,Cabernet Sauvignon,4.0,3.0,622
Vinos Sanz,Finca La Colina Sauvignon Blanc,2021,4.5,27,Rueda,13.45,Sauvignon Blanc,3.0,3.0,623
Cerro San Cristobal,Dominio del Verso Red Blend,2018,4.5,27,Condado de Huelva,29.5,Tinto,3.5,3.0,624
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019,4.4,27,Rioja,29.9168517,Rioja Blanco,3.0,3.0,625
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007,4.5,26,Priorato,69.0,Priorat Tinto,3.0,3.0,626
La Vinya del Vuit,La Vinya del Vuit (8),2015,4.5,26,Priorato,73.0,Priorat Tinto,3.0,3.0,627
Venus la Universal,Venus de la Figuera,2017,4.5,26,Montsant,51.5,Montsant Tinto,3.0,3.0,628
Pedralonga,Vendetta,2013,4.5,25,Rias Baixas,38.0,Albarino,3.0,4.0,629
Alion,Ribera del Duero,2009,4.4,6395,Ribera del Duero,189.0,Ribera del Duero Tinto,3.0,3.0,630
Pintia,Toro,2011,4.4,5732,Toro,39.5,Toro Tinto,3.0,3.0,631
Pintia,Toro,2012,4.4,5614,Toro,89.9,Toro Tinto,3.0,3.0,632
Pintia,Toro,2013,4.4,5204,Toro,76.8,Toro Tinto,3.0,3.0,633
La Rioja Alta,Rioja Gran Reserva 904,2009,4.4,5109,Rioja,47.5,Rioja Tinto,3.0,3.0,634
Matarromera,Ribera del Duero Reserva,2016,4.4,4851,Ribera del Duero,31.5,Ribera del Duero Tinto,3.0,3.0,635
La Rioja Alta,Rioja Gran Reserva 904,2011,4.4,4625,Rioja,47.95,Rioja Tinto,3.0,3.0,636
La Rioja Alta,Rioja Gran Reserva 904,2007,4.4,4357,Rioja,47.95,Rioja Tinto,3.0,3.0,637
Emilio Moro,Malleolus,2018,4.4,4121,Ribera del Duero,38.61,Ribera del Duero Tinto,3.0,3.0,638
Muga,Seleccion Especial (Reserva),2016,4.4,3589,Rioja,27.9,Rioja Tinto,3.0,3.0,639
Matarromera,Ribera del Duero Reserva,2017,4.4,3456,Ribera del Duero,37.25,Ribera del Duero Tinto,3.0,3.0,640
Hacienda Monasterio,Cosecha,2016,4.4,3406,Ribera del Duero,37.8,Ribera del Duero Tinto,3.0,3.0,641
La Rioja Alta,Rioja Gran Reserva 904,2010,4.4,3327,Rioja,61.55,Rioja Tinto,3.0,3.0,642
Muga,Prado Enea Gran Reserva,2011,4.4,3197,Rioja,43.95,Rioja Tinto,3.0,3.0,643
Bodegas Mauro,Red,2018,4.4,3095,Castilla y Leon,31.95,Tinto,3.0,3.0,644
Abadia Retuerta,Seleccion Especial,2017,4.4,3093,Sardon de Duero,25.5,Tinto,3.0,3.0,645
Bodegas El Nido,Clio,2014,4.4,3089,Jumilla,35.65,Tinto,3.0,3.0,646
Dominio de Pingus,Flor de Pingus,2012,4.4,2546,Ribera del Duero,125.0,Ribera del Duero Tinto,3.0,3.0,647
Dominio de Pingus,Flor de Pingus,2013,4.4,2418,Ribera del Duero,125.0,Ribera del Duero Tinto,3.0,3.0,648
La Rioja Alta,Vina Ardanza Reserva,2015,4.4,2370,Rioja,23.0,Rioja Tinto,4.0,3.0,649
Bodegas Roda,Roda I Reserva Rioja,2009,4.4,2228,Rioja,43.5,Rioja Tinto,4.0,3.0,650
Bodegas Roda,Roda I Reserva Rioja,2010,4.4,2133,Rioja,24.7,Rioja Tinto,4.0,3.0,651
Tomas Postigo,3er Ano Ribera del Duero Tinto,2017,4.4,2080,Ribera del Duero,27.4,Ribera del Duero Tinto,5.0,3.0,652
Alion,Ribera del Duero,2007,4.4,2053,Ribera del Duero,96.0,Ribera del Duero Tinto,5.0,3.0,653
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2016,4.4,1993,Rioja,37.52,Rioja Tinto,4.0,3.0,654
Bodegas Roda,Roda I Reserva Rioja,2011,4.4,1949,Rioja,43.95,Rioja Tinto,4.0,3.0,655
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2017,4.4,1948,Almansa,19.6,Garnacha,5.0,3.0,656
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2004,4.4,1943,Rioja,160.0,Rioja Tinto,4.0,3.0,657
Bodegas Roda,Roda I Reserva Rioja,2012,4.4,1853,Rioja,43.5,Rioja Tinto,4.0,3.0,658
Tomas Postigo,3er Ano Ribera del Duero Tinto,2018,4.4,1842,Ribera del Duero,27.75,Ribera del Duero Tinto,5.0,3.0,659
Hacienda Monasterio,Cosecha,2018,4.4,1777,Ribera del Duero,32.5,Ribera del Duero Tinto,5.0,3.0,660
Bodegas Mauro,Red,2019,4.4,1701,Castilla y Leon,29.45,Tinto,4.0,3.0,661
Aalto,Tinto,2017,4.4,1561,Ribera del Duero,51.526827174062,Ribera del Duero Tinto,5.0,3.0,662
Benjamin de Rothschild - Vega Sicilia,Macan,2010,4.4,1519,Rioja,216.0,Rioja Tinto,4.0,3.0,663
Alion,Ribera del Duero,2006,4.4,1514,Ribera del Duero,119.7,Ribera del Duero Tinto,5.0,3.0,664
Muga,Torre Muga,2006,4.4,1475,Rioja,66.73,Rioja Tinto,4.0,3.0,665
Bodegas Roda,Roda I Reserva Rioja,2015,4.4,1463,Rioja,39.95,Rioja Tinto,4.0,3.0,666
Matsu,El Viejo,2018,4.4,1438,Toro,32.01,Toro Tinto,5.0,3.0,667
Bodegas Valduero,Ribera del Duero Una Cepa I,2016,4.4,1372,Ribera del Duero,28.9,Ribera del Duero Tinto,5.0,3.0,668
Bodegas San Roman,Tinto,2017,4.4,1339,Toro,36.0,Toro Tinto,5.0,3.0,669
Marques de Vargas,Hacienda Pradolagar,2015,4.4,1326,Rioja,105.12,Rioja Tinto,4.0,3.0,670
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008,4.4,1269,Cava,52.5,Cava,2.0,3.0,671
Hacienda Monasterio,Cosecha,2017,4.4,1266,Ribera del Duero,33.31,Ribera del Duero Tinto,5.0,3.0,672
Remirez de Ganuza,Rioja Reserva,2010,4.4,1255,Rioja,73.65,Rioja Tinto,4.0,3.0,673
Alto Moncayo,Garnacha,2016,4.4,1226,Campo de Borja,33.95,Garnacha,5.0,3.0,674
Remirez de Ganuza,Rioja Reserva,2009,4.4,1172,Rioja,74.0,Rioja Tinto,4.0,3.0,675
Alion,Ribera del Duero,2005,4.4,1166,Ribera del Duero,169.0,Ribera del Duero Tinto,5.0,3.0,676
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018,4.4,1158,Almansa,24.8,Garnacha,5.0,3.0,677
Alion,Ribera del Duero,2004,4.4,1121,Ribera del Duero,140.840866321332,Ribera del Duero Tinto,5.0,3.0,678
Clos Mogador,Priorat,2014,4.4,1104,Priorato,175.5,Priorat Tinto,4.0,3.0,679
Vinicola Real,200 Monges Rioja Reserva,2011,4.4,1098,Rioja,37.57,Rioja Tinto,4.0,3.0,680
Arzuaga,Reserva Ribera del Duero,2016,4.4,1087,Ribera del Duero,26.24,Ribera del Duero Tinto,5.0,3.0,681
Emilio Moro,Malleolus,2019,4.4,1069,Ribera del Duero,28.5,Ribera del Duero Tinto,5.0,3.0,682
Bodegas Mauro,VS,2014,4.4,1064,Castilla y Leon,178.0,Tempranillo,4.0,2.0,683
Hacienda Monasterio,Reserva,2011,4.4,1048,Ribera del Duero,78.65,Ribera del Duero Tinto,5.0,3.0,684
Dominio de Pingus,Flor de Pingus,2008,4.4,1047,Ribera del Duero,125.0,Ribera del Duero Tinto,5.0,3.0,685
Bodegas Roda,Roda I Reserva Rioja,2016,4.4,1039,Rioja,35.9,Rioja Tinto,4.0,3.0,686
Pago de Los Capellanes,Reserva Tinto,2017,4.4,1040,Ribera del Duero,35.7,Ribera del Duero Tinto,5.0,3.0,687
Aalto,Tinto,2019,4.4,1018,Ribera del Duero,33.0,Ribera del Duero Tinto,5.0,3.0,688
Bodegas Mauro,VS,2015,4.4,995,Castilla y Leon,60.95,Tempranillo,4.0,2.0,689
Juan Gil,Jumilla Blue Label,2019,4.4,966,Jumilla,21.95,Tinto,4.0,3.0,690
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,N.V.,4.4,941,Jerez Palo Cortado,82.5,Jerez,4.0,3.0,691
Hacienda Monasterio,Reserva,2014,4.4,927,Ribera del Duero,109.9,Ribera del Duero Tinto,5.0,3.0,692
Senorio de San Vicente,San Vicente Rioja,2011,4.4,925,Rioja,33.5,Rioja Tinto,4.0,3.0,693
Alto Moncayo,Garnacha,2018,4.4,915,Campo de Borja,38.95,Garnacha,5.0,3.0,694
Volver,Triga,2016,4.4,852,Alicante,34.9,Tinto,4.0,3.0,695
Marques de Caceres,Gaudium,2014,4.4,827,Rioja,37.8,Rioja Tinto,4.0,3.0,696
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,N.V.,4.4,825,Jerez Amontillado,59.9,Jerez,4.0,3.0,697
Teso La Monja,Victorino,2016,4.4,812,Toro,38.7,Toro Tinto,5.0,3.0,698
Clos Mogador,Priorat,2011,4.4,809,Priorato,90.0,Priorat Tinto,4.0,3.0,699
Clos Mogador,Priorat,2010,4.4,799,Priorato,69.79,Priorat Tinto,4.0,3.0,700
Lan,Culmen Reserva Rioja,2011,4.4,798,Rioja,59.9,Rioja Tinto,4.0,3.0,701
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,787,Almansa,27.39,Garnacha,5.0,3.0,702
Bodegas Roda,Roda I Reserva Rioja,2005,4.4,783,Rioja,93.0,Rioja Tinto,4.0,3.0,703
Dominio del Aguila,Reserva,2016,4.4,778,Ribera del Duero,73.57,Ribera del Duero Tinto,5.0,3.0,704
Marques de Vargas,Reserva Privada Rioja,2015,4.4,746,Rioja,49.67,Rioja Tinto,4.0,3.0,705
Abadia Retuerta,Pago Negralada,2014,4.4,726,Sardon de Duero,91.57,Tempranillo,4.0,2.0,706
Clos Mogador,Priorat,2012,4.4,695,Priorato,90.0,Priorat Tinto,4.0,3.0,707
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,683,Rioja,69.95,Rioja Tinto,4.0,3.0,708
Alion,Ribera del Duero,2001,4.4,681,Ribera del Duero,190.0,Ribera del Duero Tinto,5.0,3.0,709
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,667,Rioja,140.0,Rioja Tinto,4.0,3.0,710
Tridente,Rejon Tempranillo,2015,4.4,664,Castilla y Leon,35.75,Tempranillo,4.0,2.0,711
Alvaro Palacios,Finca Dofi,2016,4.4,639,Priorato,52.5,Priorat Tinto,4.0,3.0,712
Clos Mogador,Priorat,2007,4.4,624,Priorato,95.0,Priorat Tinto,4.0,3.0,713
Ausas,Interpretacion,2016,4.4,618,Ribera del Duero,45.15,Ribera del Duero Tinto,5.0,3.0,714
Muga,Torre Muga,2015,4.4,617,Rioja,58.2142247461506,Rioja Tinto,4.0,3.0,715
